customer_id,Recency,Frequency,Monetary,cart_size,customer_satisfaction,customer_age_group,customer_gender,region,store_location_type,is_rewards_member,order_channel,Cluster_Socio_KM,Cluster_Socio_LCA,LCA_Socio_Prob_Max,Cluster_RFM_KM,Cluster_RFM_LCA,LCA_RFM_Prob_Max,Nombre_RFM,Nombre_Socio,Segmento_Nombre,Segmento_Final,num_customizations,fulfillment_time_min
CUST_00989,8,7,114.49,4.142857142857143,3.7142857142857144,45-54,Female,Northeast,Rural,0,Drive-Thru,2,0,0.5335477427225007,2,1,0.6159077508719057,Regulares Activos,Adultos Drive-Thru,Adultos Drive-Thru · Regulares Activos,0_2,3.142857142857143,5.285714285714286
CUST_00990,28,11,133.49,2.8181818181818183,3.090909090909091,18-24,Male,Northeast,Urban,1,Mobile App,0,1,0.9744082875947038,1,2,0.8211788115207581,Leales Premium,Jóvenes Digitales,Jóvenes Digitales · Leales Premium,1_1,1.4545454545454546,4.527272727272727
CUST_00991,239,4,60.16,3.75,3.25,18-24,Male,Northeast,Suburban,1,Drive-Thru,0,1,0.6311221643253043,0,1,0.9213290529719959,Dormidos,Jóvenes Digitales,Jóvenes Digitales · Dormidos,1_0,2.0,5.4
CUST_00992,437,5,68.37,3.4,4.4,35-44,Female,Southwest,Urban,1,Mobile App,0,1,0.8454299189115119,0,0,0.8874745509953982,Dormidos,Jóvenes Digitales,Jóvenes Digitales · Dormidos,1_0,1.4,4.6
CUST_00993,250,7,98.65,3.857142857142857,3.4285714285714284,18-24,Female,Northeast,Suburban,0,Mobile App,2,1,0.960702924878761,0,1,0.8337012742379594,Dormidos,Jóvenes Digitales,Jóvenes Digitales · Dormidos,1_0,1.2857142857142858,4.071428571428571
CUST_00994,194,4,42.26,2.75,2.5,25-34,Male,Northeast,Suburban,1,Drive-Thru,0,1,0.6501680808564787,0,1,0.9600723040977045,Dormidos,Jóvenes Digitales,Jóvenes Digitales · Dormidos,1_0,1.25,4.05
CUST_00995,2,7,152.04,5.428571428571429,3.857142857142857,25-34,Female,West,Rural,1,Mobile App,0,1,0.9749364132745243,1,2,0.6436650455364373,Leales Premium,Jóvenes Digitales,Jóvenes Digitales · Leales Premium,1_1,2.4285714285714284,5.3
CUST_00996,112,5,66.97,3.2,4.2,18-24,Female,West,Rural,1,In-Store Cashier,0,2,0.5166314164407754,2,1,0.9545008858177545,Regulares Activos,Tradicionales Presenciales,Tradicionales Presenciales · Regulares Activos,2_2,2.4,3.94
CUST_00997,120,6,94.0,3.3333333333333335,3.8333333333333335,25-34,Female,Southeast,Suburban,1,Mobile App,0,1,0.978905323341293,2,1,0.8655488967050415,Regulares Activos,Jóvenes Digitales,Jóvenes Digitales · Regulares Activos,1_2,2.8333333333333335,4.833333333333333
CUST_00998,21,6,101.16999999999999,4.666666666666667,3.5,35-44,Male,Northeast,Urban,0,Drive-Thru,1,0,0.4776034212825673,2,1,0.7946045892645297,Regulares Activos,Adultos Drive-Thru,Adultos Drive-Thru · Regulares Activos,0_2,2.0,5.1000000000000005
CUST_00999,12,7,111.08,3.7142857142857144,3.5714285714285716,35-44,Female,Southwest,Rural,1,Mobile App,0,1,0.8134037241538125,2,1,0.6416714185640117,Regulares Activos,Jóvenes Digitales,Jóvenes Digitales · Regulares Activos,1_2,2.4285714285714284,5.2
CUST_01000,78,10,142.43,3.2,3.4,25-34,Male,Southwest,Rural,1,In-Store Cashier,0,2,0.5394702848245788,1,2,0.7862667660522232,Leales Premium,Tradicionales Presenciales,Tradicionales Presenciales · Leales Premium,2_1,1.8,4.220000000000001
CUST_01001,10,9,132.99,2.888888888888889,4.111111111111111,18-24,Female,Midwest,Urban,0,Mobile App,2,1,0.9524455898648684,1,2,0.7127571734860824,Leales Premium,Jóvenes Digitales,Jóvenes Digitales · Leales Premium,1_1,2.888888888888889,4.466666666666667
CUST_01002,203,4,67.88,4.75,3.5,25-34,Male,Northeast,Suburban,0,Mobile App,1,1,0.9621293382543914,0,1,0.9569509472815166,Dormidos,Jóvenes Digitales,Jóvenes Digitales · Dormidos,1_0,2.0,4.25
CUST_01003,104,7,122.08,3.7142857142857144,3.5714285714285716,18-24,Non-binary,Southwest,Urban,0,Mobile App,2,1,0.9746283261604967,1,1,0.6347645045436614,Leales Premium,Jóvenes Digitales,Jóvenes Digitales · Leales Premium,1_1,3.2857142857142856,3.914285714285714
CUST_01004,92,5,71.56,4.0,3.4,45-54,Non-binary,Southeast,Rural,1,In-Store Cashier,0,2,0.7852784459003962,2,1,0.9461479010624713,Regulares Activos,Tradicionales Presenciales,Tradicionales Presenciales · Regulares Activos,2_2,1.2,4.24
CUST_01005,94,8,102.07,3.375,3.5,35-44,Male,Midwest,Suburban,1,In-Store Cashier,0,2,0.742448843672267,2,1,0.6542338962152048,Regulares Activos,Tradicionales Presenciales,Tradicionales Presenciales · Regulares Activos,2_2,1.25,4.525
CUST_01006,34,8,103.47999999999999,3.375,3.625,25-34,Prefer not to say,Northeast,Urban,0,Drive-Thru,2,1,0.5420893060676707,1,1,0.6012209825706709,Leales Premium,Jóvenes Digitales,Jóvenes Digitales · Leales Premium,1_1,0.75,4.9875
CUST_01007,106,8,108.22,3.75,3.375,55+,Female,West,Suburban,0,In-Store Cashier,2,2,0.9983706819504135,1,1,0.6220505106057896,Leales Premium,Tradicionales Presenciales,Tradicionales Presenciales · Leales Premium,2_1,1.25,4.225
CUST_01008,94,12,159.88,3.6666666666666665,3.9166666666666665,45-54,Male,West,Urban,0,In-Store Cashier,1,2,0.8194492316642609,1,2,0.7822249020108312,Leales Premium,Tradicionales Presenciales,Tradicionales Presenciales · Leales Premium,2_1,1.1666666666666667,4.175
CUST_01009,65,5,71.26,3.2,4.0,25-34,Male,Southeast,Rural,0,Mobile App,1,1,0.955451662325649,2,1,0.9425545519424866,Regulares Activos,Jóvenes Digitales,Jóvenes Digitales · Regulares Activos,1_2,2.4,4.6
CUST_01010,45,12,203.86,4.333333333333333,4.25,25-34,Female,West,Rural,1,Mobile App,0,1,0.9749364132745243,1,3,0.5112578663921198,Leales Premium,Jóvenes Digitales,Jóvenes Digitales · Leales Premium,1_1,1.5833333333333333,4.108333333333333
CUST_01011,45,4,61.99,3.5,3.5,25-34,Female,Midwest,Suburban,1,Mobile App,0,1,0.9728935743168458,2,1,0.9692926488258257,Regulares Activos,Jóvenes Digitales,Jóvenes Digitales · Regulares Activos,1_2,2.75,4.775
CUST_01012,9,10,119.22,2.7,3.5,25-34,Female,Northeast,Suburban,1,Drive-Thru,0,1,0.6789472340196391,1,2,0.7248244503310447,Leales Premium,Jóvenes Digitales,Jóvenes Digitales · Leales Premium,1_1,2.1,4.779999999999999
CUST_01013,212,7,115.02000000000001,4.142857142857143,3.7142857142857144,45-54,Non-binary,Southeast,Suburban,0,Drive-Thru,2,0,0.4443252827188155,2,1,0.7469097745677138,Regulares Activos,Adultos Drive-Thru,Adultos Drive-Thru · Regulares Activos,0_2,2.142857142857143,4.4
CUST_01014,55,7,104.95,3.857142857142857,3.857142857142857,35-44,Prefer not to say,Southeast,Suburban,0,In-Store Cashier,2,2,0.8148565078462426,2,1,0.7093673134357803,Regulares Activos,Tradicionales Presenciales,Tradicionales Presenciales · Regulares Activos,2_2,1.7142857142857142,3.2
CUST_01015,141,5,76.24,3.8,4.0,35-44,Male,Northeast,Rural,0,In-Store Cashier,1,2,0.8085846933597841,2,1,0.9455416529230928,Regulares Activos,Tradicionales Presenciales,Tradicionales Presenciales · Regulares Activos,2_2,1.6,3.28
CUST_01016,84,9,149.25,4.0,3.6666666666666665,25-34,Male,Southwest,Rural,0,Mobile App,1,1,0.9580588845097373,1,2,0.7492926747312996,Leales Premium,Jóvenes Digitales,Jóvenes Digitales · Leales Premium,1_1,2.111111111111111,3.9111111111111105
CUST_01017,64,4,42.82,2.25,2.75,35-44,Non-binary,West,Rural,0,Drive-Thru,2,0,0.46264701630207844,2,1,0.9823408973748148,Regulares Activos,Adultos Drive-Thru,Adultos Drive-Thru · Regulares Activos,0_2,1.75,4.125
CUST_01018,2,8,137.41,4.75,3.625,45-54,Male,Northeast,Suburban,0,In-Store Cashier,1,2,0.8127090150035635,1,2,0.6520734809923243,Leales Premium,Tradicionales Presenciales,Tradicionales Presenciales · Leales Premium,2_1,1.625,4.0375
CUST_01019,11,5,59.769999999999996,2.8,3.6,35-44,Male,Midwest,Urban,0,In-Store Cashier,1,2,0.7936780161996425,2,1,0.9508470557022395,Regulares Activos,Tradicionales Presenciales,Tradicionales Presenciales · Regulares Activos,2_2,2.2,4.540000000000001
CUST_01020,21,6,78.29,3.0,4.333333333333333,25-34,Female,Midwest,Suburban,1,In-Store Cashier,0,2,0.5287186132145137,2,1,0.8816206665953765,Regulares Activos,Tradicionales Presenciales,Tradicionales Presenciales · Regulares Activos,2_2,2.0,3.85
CUST_01021,25,5,101.35,5.0,3.2,35-44,Female,Northeast,Urban,0,Mobile App,2,1,0.7643289862021533,2,1,0.8602655176964582,Regulares Activos,Jóvenes Digitales,Jóvenes Digitales · Regulares Activos,1_2,2.2,3.7399999999999998
CUST_01022,131,6,86.04,3.6666666666666665,4.166666666666667,18-24,Female,West,Urban,0,Drive-Thru,2,1,0.5310759810964436,2,1,0.892818912859516,Regulares Activos,Jóvenes Digitales,Jóvenes Digitales · Regulares Activos,1_2,0.8333333333333334,4.55
CUST_01023,124,4,45.43,3.0,4.25,35-44,Female,Southeast,Rural,0,Drive-Thru,2,0,0.5401525556028625,2,1,0.9807801838663827,Regulares Activos,Adultos Drive-Thru,Adultos Drive-Thru · Regulares Activos,0_2,1.5,4.75
CUST_01024,3,9,121.48,3.2222222222222223,3.5555555555555554,25-34,Female,Northeast,Urban,1,Mobile App,0,1,0.9813613030311809,1,2,0.6518026783332138,Leales Premium,Jóvenes Digitales,Jóvenes Digitales · Leales Premium,1_1,1.6666666666666667,4.266666666666667
CUST_01025,44,6,71.25,2.3333333333333335,3.5,25-34,Prefer not to say,Midwest,Suburban,1,Drive-Thru,0,1,0.6241431132394123,2,1,0.9072098238189288,Regulares Activos,Jóvenes Digitales,Jóvenes Digitales · Regulares Activos,1_2,2.3333333333333335,5.533333333333332
CUST_01026,180,12,168.29,3.4166666666666665,3.75,18-24,Non-binary,Midwest,Urban,0,Mobile App,2,1,0.9653930834794539,1,2,0.7573867094673514,Leales Premium,Jóvenes Digitales,Jóvenes Digitales · Leales Premium,1_1,2.1666666666666665,5.308333333333334
CUST_01027,87,7,85.86,3.2857142857142856,4.285714285714286,55+,Male,Northeast,Rural,1,In-Store Cashier,0,2,0.997738012025593,2,1,0.8232183715766352,Regulares Activos,Tradicionales Presenciales,Tradicionales Presenciales · Regulares Activos,2_2,1.5714285714285714,3.4285714285714284
CUST_01028,67,9,109.87,3.2222222222222223,4.0,55+,Female,West,Suburban,1,Drive-Thru,0,2,0.9832885602403065,1,2,0.5281403825654423,Leales Premium,Tradicionales Presenciales,Tradicionales Presenciales · Leales Premium,2_1,0.7777777777777778,5.311111111111111
CUST_01029,40,10,174.79,4.3,4.5,25-34,Female,Southwest,Suburban,1,Mobile App,0,1,0.980168395176322,1,2,0.8203763012057096,Leales Premium,Jóvenes Digitales,Jóvenes Digitales · Leales Premium,1_1,2.2,4.36
CUST_01030,14,9,158.27,4.111111111111111,3.3333333333333335,25-34,Non-binary,Northeast,Rural,0,Mobile App,2,1,0.9727251229090921,1,2,0.8088937529291255,Leales Premium,Jóvenes Digitales,Jóvenes Digitales · Leales Premium,1_1,2.7777777777777777,4.644444444444445
CUST_01031,266,2,22.71,3.0,3.5,35-44,Female,Southeast,Urban,0,In-Store Cashier,2,2,0.8290550593631796,0,1,0.5947530103045227,Dormidos,Tradicionales Presenciales,Tradicionales Presenciales · Dormidos,2_0,1.5,3.5
CUST_01032,176,8,108.11,3.5,4.0,25-34,Female,Southwest,Rural,1,In-Store Cashier,0,2,0.522928046068441,1,1,0.6720800480048104,Leales Premium,Tradicionales Presenciales,Tradicionales Presenciales · Leales Premium,2_1,1.625,4.25
CUST_01033,9,6,114.62,4.666666666666667,4.0,25-34,Male,Midwest,Urban,1,Mobile App,0,1,0.9715179085312463,2,1,0.7170932397871651,Regulares Activos,Jóvenes Digitales,Jóvenes Digitales · Regulares Activos,1_2,3.0,4.766666666666667
CUST_01034,32,10,156.78,3.7,3.2,35-44,Female,Northeast,Suburban,1,Drive-Thru,0,0,0.47970384999579385,1,2,0.828535059901404,Leales Premium,Adultos Drive-Thru,Adultos Drive-Thru · Leales Premium,0_1,2.5,4.779999999999999
CUST_01035,213,8,117.92,3.375,4.375,18-24,Prefer not to say,Southeast,Urban,1,Mobile App,0,1,0.9750899140400249,1,1,0.6338786363478339,Leales Premium,Jóvenes Digitales,Jóvenes Digitales · Leales Premium,1_1,2.25,4.975
CUST_01036,255,2,22.22,2.0,4.5,25-34,Female,Midwest,Urban,0,In-Store Cashier,2,2,0.6465850069771484,0,1,0.6608314636579837,Dormidos,Tradicionales Presenciales,Tradicionales Presenciales · Dormidos,2_0,2.5,2.3499999999999996
CUST_01037,77,10,118.75,2.9,2.7,55+,Male,Southwest,Suburban,0,Drive-Thru,1,2,0.9872333005143925,1,2,0.6813604551675962,Leales Premium,Tradicionales Presenciales,Tradicionales Presenciales · Leales Premium,2_1,1.6,4.82
CUST_01038,255,4,79.80000000000001,5.25,3.0,25-34,Female,Southwest,Rural,0,Mobile App,2,1,0.9634374676469118,0,1,0.9117753822277467,Dormidos,Jóvenes Digitales,Jóvenes Digitales · Dormidos,1_0,1.75,3.75
CUST_01039,133,11,149.07999999999998,3.272727272727273,3.727272727272727,25-34,Male,Southwest,Rural,1,Drive-Thru,0,1,0.6457124285068052,1,2,0.8149004813824237,Leales Premium,Jóvenes Digitales,Jóvenes Digitales · Leales Premium,1_1,1.9090909090909092,4.781818181818182
CUST_01040,57,8,102.35000000000001,2.75,3.25,25-34,Non-binary,West,Urban,0,Mobile App,2,1,0.976459725769942,2,1,0.6258882689302153,Regulares Activos,Jóvenes Digitales,Jóvenes Digitales · Regulares Activos,1_2,2.5,4.05
CUST_01041,509,2,23.18,3.0,3.5,35-44,Male,West,Suburban,0,Kiosk,1,0,0.783702971554942,0,0,0.9978019207416463,Dormidos,Adultos Drive-Thru,Adultos Drive-Thru · Dormidos,0_0,1.0,3.9
CUST_01042,38,11,185.38,4.454545454545454,3.4545454545454546,18-24,Male,West,Rural,1,Mobile App,0,1,0.9656703771448854,1,2,0.727574446624592,Leales Premium,Jóvenes Digitales,Jóvenes Digitales · Leales Premium,1_1,1.3636363636363635,4.654545454545455
CUST_01043,83,7,122.82000000000001,3.857142857142857,4.285714285714286,25-34,Female,West,Suburban,0,Mobile App,2,1,0.9644968614579137,1,1,0.61447506181271,Leales Premium,Jóvenes Digitales,Jóvenes Digitales · Leales Premium,1_1,2.5714285714285716,4.271428571428571
CUST_01044,12,11,166.13,3.727272727272727,4.0,25-34,Female,Northeast,Suburban,1,Mobile App,0,1,0.97960342505921,1,2,0.8060506991036271,Leales Premium,Jóvenes Digitales,Jóvenes Digitales · Leales Premium,1_1,1.8181818181818181,4.263636363636364
CUST_01045,41,5,96.82000000000001,5.0,3.4,35-44,Male,Midwest,Suburban,1,Mobile App,0,1,0.7585035419357021,2,1,0.8804347813827597,Regulares Activos,Jóvenes Digitales,Jóvenes Digitales · Regulares Activos,1_2,2.4,3.88
CUST_01046,77,6,81.28,3.3333333333333335,3.6666666666666665,45-54,Prefer not to say,Southeast,Urban,0,Drive-Thru,2,0,0.5014032485397709,2,1,0.8903843701355167,Regulares Activos,Adultos Drive-Thru,Adultos Drive-Thru · Regulares Activos,0_2,1.8333333333333333,4.8
CUST_01047,5,10,142.72,3.3,4.3,35-44,Female,Southeast,Suburban,0,Mobile App,2,1,0.7408279609508126,1,2,0.8136237631410452,Leales Premium,Jóvenes Digitales,Jóvenes Digitales · Leales Premium,1_1,1.8,5.3100000000000005
CUST_01048,16,8,130.34,4.5,4.25,18-24,Female,Midwest,Suburban,0,Drive-Thru,2,1,0.487567609483006,1,2,0.5970235469305043,Leales Premium,Jóvenes Digitales,Jóvenes Digitales · Leales Premium,1_1,1.875,5.2
CUST_01049,11,8,118.21,3.5,4.375,18-24,Female,Southeast,Suburban,0,Mobile App,2,1,0.9593847297030058,1,2,0.5175306486538567,Leales Premium,Jóvenes Digitales,Jóvenes Digitales · Leales Premium,1_1,1.875,4.75
CUST_01050,14,13,203.98,3.5384615384615383,4.0,25-34,Non-binary,Midwest,Urban,1,Mobile App,0,1,0.9820798549378238,1,3,0.6507095913319936,Leales Premium,Jóvenes Digitales,Jóvenes Digitales · Leales Premium,1_1,2.076923076923077,3.946153846153846
CUST_01051,359,5,90.64,3.8,3.0,35-44,Female,Midwest,Rural,0,Mobile App,2,1,0.6588941256805825,0,1,0.6036335517551409,Dormidos,Jóvenes Digitales,Jóvenes Digitales · Dormidos,1_0,3.4,4.5
CUST_01052,204,7,91.88,3.5714285714285716,3.4285714285714284,18-24,Male,Midwest,Urban,1,Drive-Thru,0,1,0.6012061226055951,2,1,0.8463409629679175,Regulares Activos,Jóvenes Digitales,Jóvenes Digitales · Regulares Activos,1_2,1.0,4.257142857142857
CUST_01053,130,2,25.740000000000002,3.5,4.0,45-54,Non-binary,Southwest,Rural,0,Drive-Thru,2,0,0.4756012747340751,2,1,0.9803764314402105,Regulares Activos,Adultos Drive-Thru,Adultos Drive-Thru · Regulares Activos,0_2,1.5,5.199999999999999
CUST_01054,25,8,105.63,3.375,3.375,35-44,Female,West,Rural,0,Drive-Thru,2,0,0.5374145115967129,1,1,0.5794965671398784,Leales Premium,Adultos Drive-Thru,Adultos Drive-Thru · Leales Premium,0_1,1.375,4.4875
CUST_01055,38,4,57.92,4.0,3.5,25-34,Female,Northeast,Rural,0,Drive-Thru,2,1,0.5297037352680164,2,1,0.9719908662419687,Regulares Activos,Jóvenes Digitales,Jóvenes Digitales · Regulares Activos,1_2,1.75,4.775
CUST_01056,4,8,134.33,4.125,3.625,25-34,Female,West,Suburban,0,Mobile App,2,1,0.9644968614579137,1,2,0.6315210865638984,Leales Premium,Jóvenes Digitales,Jóvenes Digitales · Leales Premium,1_1,2.5,5.0
CUST_01057,691,2,38.120000000000005,5.0,3.5,18-24,Female,Southwest,Urban,0,Mobile App,2,1,0.9650108830320454,0,0,0.9999769371674536,Dormidos,Jóvenes Digitales,Jóvenes Digitales · Dormidos,1_0,2.0,3.65
CUST_01058,122,7,113.09,4.285714285714286,3.142857142857143,25-34,Female,West,Urban,0,Drive-Thru,2,1,0.5483338275931573,2,1,0.7040359877171596,Regulares Activos,Jóvenes Digitales,Jóvenes Digitales · Regulares Activos,1_2,2.142857142857143,4.428571428571429
CUST_01059,7,7,86.28,3.0,3.857142857142857,35-44,Female,Southwest,Rural,0,In-Store Cashier,2,2,0.7943279334685692,2,1,0.7821751585221329,Regulares Activos,Tradicionales Presenciales,Tradicionales Presenciales · Regulares Activos,2_2,1.7142857142857142,3.5714285714285716
CUST_01060,99,6,83.78,3.6666666666666665,3.8333333333333335,25-34,Female,Midwest,Rural,0,Mobile App,2,1,0.9503362209331332,2,1,0.8899244882675849,Regulares Activos,Jóvenes Digitales,Jóvenes Digitales · Regulares Activos,1_2,1.1666666666666667,4.516666666666667
CUST_01061,28,10,156.84,4.1,2.8,18-24,Female,Northeast,Suburban,0,Drive-Thru,2,1,0.531611786665767,1,2,0.829406027693675,Leales Premium,Jóvenes Digitales,Jóvenes Digitales · Leales Premium,1_1,2.3,4.49
CUST_01062,229,7,101.71000000000001,4.0,3.4285714285714284,18-24,Female,Northeast,Urban,1,Drive-Thru,0,1,0.6729428596436918,0,1,0.8168572062032066,Dormidos,Jóvenes Digitales,Jóvenes Digitales · Dormidos,1_0,1.0,4.828571428571428
CUST_01063,88,4,50.0,3.25,2.0,25-34,Prefer not to say,West,Suburban,1,Drive-Thru,0,1,0.6507873020214986,2,1,0.9794887873645072,Regulares Activos,Jóvenes Digitales,Jóvenes Digitales · Regulares Activos,1_2,2.0,5.4
CUST_01064,220,3,54.86,4.333333333333333,5.0,18-24,Female,Southwest,Suburban,1,Mobile App,0,1,0.9763197180169888,0,1,0.9282195587232136,Dormidos,Jóvenes Digitales,Jóvenes Digitales · Dormidos,1_0,2.0,5.733333333333333
CUST_01065,3,13,173.08,3.4615384615384617,3.6153846153846154,35-44,Female,Midwest,Suburban,0,Drive-Thru,2,0,0.5703650446554224,1,2,0.5947456227589847,Leales Premium,Adultos Drive-Thru,Adultos Drive-Thru · Leales Premium,0_1,1.6153846153846154,4.923076923076923
CUST_01066,5,10,139.51000000000002,3.7,3.2,55+,Male,West,Urban,1,In-Store Cashier,0,2,0.9979872362629963,1,2,0.8055517146835873,Leales Premium,Tradicionales Presenciales,Tradicionales Presenciales · Leales Premium,2_1,1.5,4.13
CUST_01067,132,5,74.57,4.0,4.4,18-24,Male,Midwest,Urban,1,Mobile App,0,1,0.966048553933191,2,1,0.9469134359826709,Regulares Activos,Jóvenes Digitales,Jóvenes Digitales · Regulares Activos,1_2,1.2,4.5600000000000005
CUST_01068,225,7,89.71000000000001,2.4285714285714284,3.857142857142857,18-24,Female,Midwest,Suburban,1,Mobile App,0,1,0.9676795797522962,0,1,0.859072304359349,Dormidos,Jóvenes Digitales,Jóvenes Digitales · Dormidos,1_0,2.857142857142857,4.271428571428571
CUST_01069,187,4,72.18,4.5,4.25,45-54,Male,Southeast,Rural,1,Mobile App,0,1,0.7896442369046012,0,1,0.9613538343394702,Dormidos,Jóvenes Digitales,Jóvenes Digitales · Dormidos,1_0,2.5,3.8
CUST_01070,85,6,99.31,4.166666666666667,3.6666666666666665,25-34,Male,West,Rural,0,Mobile App,1,1,0.9536532214070739,2,1,0.8326140663000716,Regulares Activos,Jóvenes Digitales,Jóvenes Digitales · Regulares Activos,1_2,1.8333333333333333,3.9499999999999997
CUST_01071,48,6,93.4,3.8333333333333335,4.0,25-34,Female,Northeast,Urban,1,Mobile App,0,1,0.9813613030311809,2,1,0.8401201280698675,Regulares Activos,Jóvenes Digitales,Jóvenes Digitales · Regulares Activos,1_2,2.3333333333333335,5.033333333333334
CUST_01072,26,2,22.799999999999997,3.0,4.0,55+,Male,Northeast,Urban,1,Drive-Thru,0,2,0.9851509671601958,2,1,0.9946013445022237,Regulares Activos,Tradicionales Presenciales,Tradicionales Presenciales · Regulares Activos,2_2,1.5,2.85
CUST_01073,49,3,48.4,4.666666666666667,2.6666666666666665,35-44,Female,Northeast,Urban,1,Mobile App,0,1,0.8416465237634785,2,1,0.9861245908771832,Regulares Activos,Jóvenes Digitales,Jóvenes Digitales · Regulares Activos,1_2,1.3333333333333333,4.766666666666667
CUST_01074,361,2,29.759999999999998,3.5,5.0,35-44,Female,Northeast,Suburban,1,Drive-Thru,0,0,0.47970384999579385,0,0,0.8815639739251655,Dormidos,Adultos Drive-Thru,Adultos Drive-Thru · Dormidos,0_0,2.0,6.300000000000001
CUST_01075,224,7,82.78,3.142857142857143,3.5714285714285716,45-54,Male,Southeast,Rural,1,Drive-Thru,0,0,0.5543645317988127,0,1,0.8791852123497197,Dormidos,Adultos Drive-Thru,Adultos Drive-Thru · Dormidos,0_0,1.4285714285714286,4.5
CUST_01076,64,3,39.58,2.6666666666666665,4.666666666666667,25-34,Female,Northeast,Urban,0,Mobile App,2,1,0.9698141747720652,2,1,0.9888426349742547,Regulares Activos,Jóvenes Digitales,Jóvenes Digitales · Regulares Activos,1_2,3.0,5.733333333333333
CUST_01077,7,9,144.15,4.111111111111111,4.333333333333333,18-24,Male,West,Suburban,0,Mobile App,1,1,0.9515631917203858,1,2,0.7659856497281575,Leales Premium,Jóvenes Digitales,Jóvenes Digitales · Leales Premium,1_1,1.6666666666666667,4.866666666666666
CUST_01078,19,4,82.19,5.25,4.5,18-24,Female,Southwest,Rural,0,Mobile App,2,1,0.9564860019040881,2,1,0.942834182509423,Regulares Activos,Jóvenes Digitales,Jóvenes Digitales · Regulares Activos,1_2,2.75,5.125
CUST_01079,248,5,77.48,3.4,3.4,25-34,Female,Northeast,Rural,1,Mobile App,0,1,0.9767240645293821,0,1,0.9237528787552123,Dormidos,Jóvenes Digitales,Jóvenes Digitales · Dormidos,1_0,3.2,4.18
CUST_01080,210,7,100.53999999999999,4.0,2.7142857142857144,35-44,Female,Southeast,Urban,0,Drive-Thru,2,0,0.4821605984727218,2,1,0.8148918781344064,Regulares Activos,Adultos Drive-Thru,Adultos Drive-Thru · Regulares Activos,0_2,1.0,4.785714285714286
CUST_01081,194,2,30.58,4.0,4.0,18-24,Female,Southwest,Urban,0,Drive-Thru,2,1,0.5610697144754614,0,1,0.920442210702391,Dormidos,Jóvenes Digitales,Jóvenes Digitales · Dormidos,1_0,2.5,6.4
CUST_01082,62,9,172.83,5.222222222222222,3.7777777777777777,18-24,Male,Midwest,Urban,0,Mobile App,1,1,0.9455414148757658,1,2,0.8208461631280315,Leales Premium,Jóvenes Digitales,Jóvenes Digitales · Leales Premium,1_1,2.3333333333333335,4.699999999999999
CUST_01083,25,7,108.55,4.142857142857143,3.5714285714285716,45-54,Female,West,Rural,0,Mobile App,2,1,0.717115029948873,2,1,0.6672384331207657,Regulares Activos,Jóvenes Digitales,Jóvenes Digitales · Regulares Activos,1_2,2.142857142857143,3.857142857142857
CUST_01084,144,6,107.33,4.666666666666667,3.5,25-34,Male,Southwest,Rural,1,Mobile App,0,1,0.9739821264910903,2,1,0.8255938072544994,Regulares Activos,Jóvenes Digitales,Jóvenes Digitales · Regulares Activos,1_2,1.8333333333333333,4.533333333333333
CUST_01085,21,9,155.54,4.333333333333333,3.7777777777777777,18-24,Non-binary,Southeast,Suburban,1,Mobile App,0,1,0.9817905526006231,1,2,0.7991973448833637,Leales Premium,Jóvenes Digitales,Jóvenes Digitales · Leales Premium,1_1,2.4444444444444446,4.5
CUST_01086,13,10,133.09,3.7,3.7,45-54,Female,West,Suburban,1,Drive-Thru,0,0,0.5035311006495855,1,2,0.7822822483016073,Leales Premium,Adultos Drive-Thru,Adultos Drive-Thru · Leales Premium,0_1,1.2,4.67
CUST_01087,144,8,127.11,4.0,3.75,18-24,Non-binary,Southwest,Suburban,1,Mobile App,0,1,0.9828838884823571,1,1,0.5180627914826278,Leales Premium,Jóvenes Digitales,Jóvenes Digitales · Leales Premium,1_1,2.375,4.6125
CUST_01088,12,5,59.91,2.6,4.0,25-34,Prefer not to say,West,Urban,1,Mobile App,0,1,0.9782700612587202,2,1,0.9508028791732535,Regulares Activos,Jóvenes Digitales,Jóvenes Digitales · Regulares Activos,1_2,1.8,4.42
CUST_01089,65,6,94.88,4.166666666666667,3.6666666666666665,35-44,Female,Northeast,Urban,0,In-Store Cashier,2,2,0.8399847871328585,2,1,0.8414856567066247,Regulares Activos,Tradicionales Presenciales,Tradicionales Presenciales · Regulares Activos,2_2,1.8333333333333333,4.166666666666667
CUST_01090,285,5,95.38,5.2,3.4,35-44,Male,Southeast,Rural,0,Drive-Thru,1,0,0.55415235802636,0,1,0.8792979717499365,Dormidos,Adultos Drive-Thru,Adultos Drive-Thru · Dormidos,0_0,2.8,4.26
CUST_01091,66,5,95.75,4.4,3.4,18-24,Male,Southeast,Suburban,0,Mobile App,1,1,0.9534387685975358,2,1,0.8912866242922336,Regulares Activos,Jóvenes Digitales,Jóvenes Digitales · Regulares Activos,1_2,1.8,5.16
CUST_01092,122,12,172.99,3.4166666666666665,3.75,25-34,Female,Northeast,Suburban,1,Mobile App,0,1,0.97960342505921,1,2,0.7271591717507886,Leales Premium,Jóvenes Digitales,Jóvenes Digitales · Leales Premium,1_1,2.4166666666666665,4.616666666666666
